doi,paper_title,year,journal,sub_field,data_source,best_algorithm,best_metric_type,best_metric_value,validation_method,interpretability_method,model_framework,control_loop_type,scale,dataset_size,time_span,real_time_testing,deployed_in_plant,uses_real_wastewater,code_available,data_available,uncertainty_quantification,ml_algorithms,target_variable
10.3390/w16192863,Using Artificial Neural Networks to Predict Operational Parameters of a Drinking Water Treatment Plant (DWTP),2024,Water,coagulation,SCADA,ANN,MSE,0.008848,random_split,none,matlab,none,full_scale,1188.0,38 months,False,False,True,False,False,False,ANN; MLP,Cl2) and residual O3; PACl; anionic polyelectrolyte ANPE; chemical dosages (ANPE; chemical dosages (residual ozone O3; chlorine gas Cl2(g)); poly-aluminum chloride hydroxide sulfate (PACl) dosage; poly-aluminum chloride hydroxide sulfate PACl
10.3390/w16243611,Optimizing Chemical Oxygen Demand Prediction in Spectroscopy Through Hybrid Feature Engineering and Regression-Based Similarity Analysis,2024,Water,monitoring,experimental,LR,R2,0.87,k_fold,feature_importance,sklearn,none,lab,62.0,,False,False,True,False,False,False,FA; KNN; LR; RF; SVR,0-50 mg/L range); COD concentration; COD concentration (class group membership; effluent COD
10.3390/w16243710,Real-Time Control of A2O Process in Wastewater Treatment Through Fast Deep Reinforcement Learning Based on Data-Driven Simulation Model,2024,Water,control,SCADA,DQN,R2,0.996,random_split,none,not_specified,advisory,full_scale,8760.0,7 days,False,False,True,True,True,False,ANN; DNN; DQN; LSTM; RL,DO setpoint values for A2O process aeration control; NH4+); NH4+) and DO setpoint; TN; TP; effluent quality (COD
10.3390/w17020227,Artificial Neural Networks (ANNs) and Multiple Linear Regression (MLR) Analysis Modelling for Predicting Chemical Dosages of a Water Treatment Plant (WTP) of Drinking Water,2025,Water,coagulation,SCADA,ANN,R2,0.838,random_split,none,matlab,advisory,full_scale,1188.0,38 months,False,False,True,False,False,False,ANN; LR,ANPE; Cl2(g)); PACl; chemical dosages (O3; chlorine (Cl2) dosage; chlorine dosage
10.3390/w17030310,Applying Machine Learning Approach to Design Operational Control Strategies for a Wastewater Treatment Plant in Typical Scenarios,2025,Water,WWTP,SCADA,LSTM-GRU,RMSE,0.698,random_split,none,tensorflow,advisory,full_scale,26136.0,3 years,False,False,True,False,False,False,CNN; GRU; LSTM; RF; RNN; SVR,effluent COD and TN concentration; effluent COD and TN concentrations
10.3390/w17030343,Characteristic Wavelength Selection and Surrogate Monitoring for UV–Vis Absorption Spectroscopy-Based Water Quality Sensing,2025,Water,monitoring,experimental,Bayesian,R2,0.97,k_fold,none,sklearn,none,full_scale,29.0,,False,False,True,False,False,False,ANN; Bayesian; CARS; LR; PCA; PLSR; PR; RR; SPA; SVR; iPLS,BOD5; COD; NO3-N concentrations; TN; TOC; and NO3-N concentrations; and NO3-N concentrations from UV-Vis spectral data
10.3390/w17091395,Biomimicry-Inspired Automated Machine Learning Fit-for-Purpose Wastewater Treatment for Sustainable Water Reuse,2025,Water,control,simulated,Stacking,F1,0.91,k_fold,none,not_specified,closed_loop,simulation,50.0,,False,False,False,False,False,True,AML; ANN; AdaBoost; Boosting; DT; Fuzzy logic; GBM; Neural ODE; Neural ODEs; PSO; RF; RPIS; Stacking; VAR-LSTM,TSS; chemical consumption; effluent turbidity; effluent turbidity and TSS; pathogen removal
10.3390/w17131851,Using Hybrid Machine Learning to Predict Wastewater Effluent Quality and Ensure Treatment Plant Stability,2025,Water,WWTP,SCADA,Attention-LSTM1-XGBoost,R2,0.982,temporal_split,SHAP,sklearn,advisory,full_scale,1665.0,2 months,False,False,True,False,False,False,ANN; EEMD; ELM; EMD; GRU; LSSVM; LSTM; RF; RL; SVM; TCN; XGBoost,NH3-N; TN; TP; and TP concentrations; effluent COD
10.35208/ert.1106463,Enhance modelling predicting for pollution removal in wastewater treatment plants by using an adaptive neuro-fuzzy inference system,2022,Environmental Research and Technology,WWTP,simulated,ANFIS,RMSE,0.0266,random_split,none,matlab,none,simulation,720.0,,False,False,False,False,False,False,ANFIS; ANN,BOD; TN; TP; TSS removal efficiency; TSS); and TSS; pollutant removal efficiency (BOD; removal efficiency of BOD
10.35940/ijitee.l2864.1081219,Application of Feed Forward Neural Network for Prediction of Optimum Coagulant Dose in Water Treatment Plant,2019,International Journal of Innovative Technology and Exploring Engineering,coagulation,SCADA,ANN,other,0.945,random_split,none,matlab,none,full_scale,11688.0,4 years,False,False,True,False,False,False,ANN; BFG; Bayesian; CG; CGB; FFNN; GCF; GD; GDM; LM; OSS; RBP; VLRGD,coagulant dose
10.36001/phmconf.2020.v12i1.1186,Deep anomaly detection for industrial systems: a case study,2020,Annual Conference of the PHM Society,monitoring,experimental,LSTM joint,AUC,0.881,temporal_split,none,not_specified,none,pilot,948240.0,11 days,False,False,False,False,False,False,ANN; CNN; LSTM; SVDD; SVM,anomaly detection in water treatment system (cyber-physical attacks); multivariate time series sensor measurements; next-step sensor measurements (continuous and discrete)
10.37116/revistaenergia.v20.n1.2023.562,Prediction of the Optimal Dosage of Poly Aluminum Chloride for Coagulation in Drinking Water Treatment using Artificial Neural Networks,2023,"Revista Técnica ""energía""",coagulation,SCADA,ANN,MAPE,0.0401,random_split,none,not_specified,advisory,full_scale,438.0,14 months,False,False,True,False,False,False,ANN; DNN,PAC coagulant dose (ppm); PAC dosage (ppm); Poly Aluminum Chloride (PAC) dosage
10.37190/epe240107,Total phosphorus and total Kjeldahl nitrogen removal using an aerobic granular sludge process. Case studies ANN and RSM modeling,2024,Environment Protection Engineering,WWTP,experimental,ANN,R2,0.9866,random_split,none,matlab,none,lab,17.0,87 days,False,False,True,False,False,False,ANN; RSM,TKN removal efficiency; TP and TKN removal efficiency; TP removal efficiency
10.3808/jei.201700377,Stochastic evolutionary-based optimization for rapid diagnosis and energy-saving in pilot- and full-scale Carrousel oxidation ditches,2018,Journal of Environmental Informatics,WWTP,simulated,ANN,R2,0.99,random_split,none,not_specified,advisory,mixed,2184.0,,False,False,True,False,False,False,AGA; ANN,DO; MLSS; TN; TN concentrations and liquid velocity in oxidation ditch; ammonia nitrogen; and COD; concentrations of MLSS; effluent COD; liquid velocity; nitrate
10.4025/actascitechnol.v40i1.37275,&lt;b&gt;Artificial neural networks to control chlorine dosing in a water treatment plant,2018,Acta Scientiarum. Technology,control,SCADA,ANN,MAE,0.00029,random_split,none,matlab,closed_loop,simulation,18025.0,,False,False,True,False,False,False,ANN; PI,chlorine dosage and post-chlorination reference set-point; chlorine dosage and post-chlorination set-point (SPWTP); chlorine dosage and post-chlorination set-point for free residual chlorine control
10.4236/gep.2021.97004,Performance Prediction of a Reverse Osmosis Desalination System Using Machine Learning,2021,Journal of Geoscience and Environment Protection,membrane,SCADA,CNN,RMSE,0.007,temporal_split,none,not_specified,none,full_scale,730.0,2 years,False,False,True,False,False,False,Bayesian; CNN; LSTM; TCN,and relative feed pressure (membrane fouling indicators); feed pressure; permeate TDS; relative differential pressure; relative permeate TDS
10.4236/jamp.2020.812201,Deep Learning Based Model Predictive Control for a Reverse Osmosis Desalination Plant,2020,Journal of Applied Mathematics and Physics,membrane,simulated,LSTM,RMSE,0.0083,random_split,none,not_specified,closed_loop,simulation,1871.0,,False,False,False,False,False,False,ANN; LSTM; MPC; RNN,permeate flow rate; permeate flow rate and permeate concentration
10.4314/gjpas.v28i1.10,Evaluation of auto regressive integrated moving average (arima) and artificial neural networks (ann) in the prediction of effluent quality of a wastewater treatment system,2022,Global Journal of Pure and Applied Sciences,WWTP,experimental,ANN,RMSE,23.0524,temporal_split,none,r,none,full_scale,260.0,5 years,False,False,True,False,False,False,ANN; ARIMA,effluent BOD5 and COD; effluent BOD5 and COD concentration; effluent BOD5 and COD concentrations
10.4491/eer.2019.261,Experimental and neural network modeling of micellar enhanced ultrafiltration for arsenic removal from aqueous solution,2020,Environmental Engineering Research,membrane,experimental,ANN,R2,0.932,random_split,feature_importance,matlab,none,lab,96.0,,False,False,False,False,False,False,ANN,Arsenic removal efficiency; arsenic removal efficiency
10.4491/eer.2019.324,Analysis of long-term performance of full-scale reverse osmosis desalination plant using artificial neural network and tree model,2019,Environmental Engineering Research,membrane,SCADA,ANN,R2,0.98,random_split,feature_importance,matlab,none,full_scale,,23 months,False,False,True,False,False,False,ANN; DT; M5P; MLP; TM,relative differential pressure; relative feed pressure; relative permeate TDS
10.4491/eer.2022.037,Comparison of different machine learning algorithms to estimate liquid level for bioreactor management,2022,Environmental Engineering Research,sludge,experimental,ANN,RMSE,0.569,random_split,feature_importance,r,none,pilot,747.0,175 days,False,False,True,False,False,False,ANN; LR; MLR; RF; SVM,anaerobic digester liquid level; digester liquid level; liquid level in anaerobic digester
10.4491/eer.2024.403,Carbon emission prediction and reduction analysis of wastewater treatment plants based on hybrid machine learning models,2024,Environmental Engineering Research,WWTP,SCADA,GWO-SVR-ANN,R2,0.9926,random_split,none,not_specified,none,full_scale,2014.5,11 years,False,False,True,False,False,False,ANN; AdaBoost; DT; GBDT; GBM; LR; SVR,total carbon emissions; total carbon emissions from wastewater treatment plant
10.46254/na07.20220098,Learning Water Quality Functions from Data for Monitoring and Controlling Water Quality in Networks,2022,Proceedings of the International Conference on Industrial Engineering and Operations Management,DBP,simulated,NLR,R2,0.99307,random_split,none,not_specified,none,simulation,722840.0,,False,False,False,False,False,False,DT; GBM; LASSO; LR; NLR; RF,THM4 (trihalomethane) concentration; THM4 concentration
10.47392/irjaeh.2024.0194,Prediction of Optimum Dosage of Coagulant in Water Treatment Plant: A Comparative Study between Artificial Neural Network and Random Forest,2024,International Research Journal on Advanced Engineering Hub (IRJAEH),coagulation,SCADA,ANN,RMSE,0.0362,random_split,none,matlab,none,full_scale,269.0,10 months,False,False,True,False,False,False,ANN; RF,coagulant dosage; optimum coagulant dosage
10.48084/etasr.2725,Modeling of Chlorine and Coagulant Dose in a Water Treatment Plant by Artificial Neural Networks,2019,"Engineering, Technology &amp; Applied Science Research",coagulation,SCADA,RBFNN,other,0.999,random_split,none,matlab,advisory,full_scale,11688.0,4 years,False,False,True,False,False,False,ANN; CFNN; FFNN; GRNN; RBFNN,chlorine dose and coagulant dose; coagulant dose
10.4995/wdsa-ccwi2022.2022.14703,Machine learning methodologies to predict possible water quality anomalies as a support tool for online monitoring of organic parameters,2022,Proceedings - 2nd International Join Conference on Water Distribution System Analysis (WDSA)&amp; Computing and Control in the Water Industry (CCWI),monitoring,SCADA,RF,accuracy,0.97,random_split,none,sklearn,none,full_scale,51500.0,5 years,False,False,True,False,False,False,ANN; RF; kNN,water quality anomalies; water quality anomaly detection; water quality anomaly detection (binary classification)
10.5004/dwt.2021.27812,A novel method of the water quality system assessment: genetic algorithm optimized back-propagation neural networks evaluation model,2021,Desalination and Water Treatment,monitoring,SCADA,GA-BPNN,accuracy,0.9091,random_split,none,matlab,none,full_scale,223.0,20 years,False,False,True,False,False,False,ANN; BPNN; GA-BPNN; PCA,groundwater quality grade; groundwater quality grade classification
10.5194/dwes-11-1-2018,Optimum coagulant forecasting by modeling jar test experiments using ANNs,2018,Drinking Water Engineering and Science,membrane,SCADA,GRU,R2,0.906,temporal_split,none,pytorch,advisory,full_scale,2358850.0,2 years,False,False,True,False,False,False,ANN; AdaBoost; GBM; GBR; GRU; KNN; LR; LSTM; Lasso; RF; SVR; XGBoost,transmembrane pressure (TMP); transmembrane pressure (TMP) in ultrafiltration
10.52202/069564-0135,Modeling of Submerged Membrane Bioreactor Filtration Process Using Deep Learning LSTM Neural Network,2023,"36th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems (ECOS 2023)",membrane,mixed,RF,R2,0.66,temporal_split,feature_importance,not_specified,advisory,full_scale,,6 years,False,False,True,False,False,False,ANN; GA; GBM; LSTM; MLP; MLR; RF; RNN; SVM; XGBoost; kNN,change in specific flux; change in specific flux (SF) over the next week
10.52783/jes.2019,IoT-Enabled Embedded Virtual Sensor for Energy-Efficient Scalable Online Water Quality Monitoring System,2024,Journal of Electrical Systems,monitoring,mixed,ET,NSE,0.99,none_reported,feature_importance,not_specified,none,mixed,30000.0,6 months,True,False,True,False,True,False,ANN; ET; GBM; IBK; KNN; RF; XGBoost,BOD and COD concentration; BOD and COD concentration in water; BOD and COD estimation
10.54097/fcis.v3i3.8578,Diagnostic Study of MBR Membrane Fouling based on CA-ResNet18,2023,Frontiers in Computing and Intelligent Systems,membrane,simulated,CA-ResNet18,accuracy,0.9925,random_split,none,not_specified,none,simulation,,,False,False,False,False,False,False,ANN; CA-CNN; CA-ResNet18; CNN; DNN; ResNet; SE-ResNet18; SKNet; SVM,membrane fouling fault category; membrane fouling fault classification; membrane fouling fault classification (9 fault categories)
10.54691/fse.v2i8.1717,Prediction of Membrane Fouling based on SSA-LSTM Neural Network,2022,Frontiers in Science and Engineering,membrane,simulated,LSTM,MAPE,0.0204,random_split,none,not_specified,none,simulation,200.0,,False,False,False,False,False,False,BPNN; ELM; LSTM; SSA; SVR,membrane flux
10.55041/ijsrem52988,AI-Enhanced Real-Time Turbidity Monitoring System Using Machine Learning,2025,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,monitoring,experimental,RF,accuracy,0.947,none_reported,feature_importance,sklearn,advisory,lab,,,True,False,True,False,False,False,RF,turbidity classification and time-to-turbidity; water turbidity classification (turbid vs. not-turbid) and time until turbidity occurs; water turbidity classification (turbid vs. not-turbid) and time-to-turbid prediction
10.57001/huih5804.2023.060,Biogas electricity production forecasting in livestock farms using machine learning techniques: A case study in Vietnam,2023,Journal of Science and Technology - HaUI,sludge,SCADA,Polynomial,R2,0.895,random_split,none,sklearn,none,full_scale,,8 months,False,False,True,False,False,False,ANN; DT; LR; MLP; Polynomial; Polynomial Regression; RF; RNN,biogas electricity production; biogas electricity production (energy output); biogas energy production
10.5815/ijeme.2018.06.01,Physical and Soft Sensor Technologies for Wastewater Quality Management,2018,International Journal of Education and Management Engineering,WWTP,literature_compiled,ANFIS,,,none_reported,none,not_specified,none,mixed,,,False,False,True,False,False,True,ANFIS; ANN; Bayesian; DNN; ELM; FGCNN; FNN; GA; GRNN; JIT; LR; MLR; PCA; RVM; VBPCA,BOD; COD; NH3; NO3-N); SS; TN; TP; TP); TSS; Various (COD; effluent quality indices (BOD; effluent quality indices (COD
